				5.0064441748e-03,    1.2189982086e-01,
    1.0005980730e-02,    4.9674308300e-01,
    1.5006285161e-02,    1.2906813622e+00,
    2.0005820319e-02,    2.3476567268e+00,
    2.5006124750e-02,    3.6143844128e+00,
    3.0006429181e-02,    5.0634117126e+00,
    3.5005964339e-02,    6.7445626259e+00,
    4.0006268770e-02,    8.6119976044e+00,
    4.5005805790e-02,    1.0582313538e+01,
    5.0006110221e-02,    1.2595157623e+01,
    5.5006414652e-02,    1.4411489487e+01,
    6.0005947948e-02,    1.5837487221e+01,
    6.5006248653e-02,    1.7100000381e+01,
    7.0005781949e-02,    1.8482160568e+01,
    7.5006082654e-02,    1.9697389603e+01,
    8.0006383359e-02,    2.0742696762e+01,
    8.5005924106e-02,    2.1774221420e+01,
    9.0006224811e-02,    2.2625511169e+01,
    9.5005758107e-02,    2.3189910889e+01,
    1.0000605881e-01,    2.3635364532e+01,
    1.0500635952e-01,    2.3890989304e+01,
    1.1000589281e-01,    2.3938383102e+01,
    1.1500619352e-01,    2.3896968842e+01,
    1.2000649422e-01,    2.3676563263e+01,
    1.2500602007e-01,    2.3292049408e+01,
    1.3000632823e-01,    2.2837614059e+01,
    1.3500586152e-01,    2.2225814819e+01,
    1.4000615478e-01,    2.1523654938e+01,
    1.4500646293e-01,    2.0834495544e+01,
    1.5000599623e-01,    2.0076854706e+01,
    1.5500628948e-01,    1.9342206955e+01,
    1.6000582278e-01,    1.8666284561e+01,
    1.6500613093e-01,    1.8005434036e+01,
    1.7000642419e-01,    1.7435735703e+01,
    1.7500595748e-01,    1.6986497879e+01,
    1.8000626564e-01,    1.6615795135e+01,
    1.8500578403e-01,    1.6388442993e+01,
    1.9000609219e-01,    1.6285881042e+01,
    1.9500638545e-01,    1.6280105591e+01,
    2.0000591874e-01,    1.6410869598e+01,
    2.0500622690e-01,    1.6648958206e+01,
    2.1000576019e-01,    1.6967350006e+01,
    2.1500605345e-01,    1.7389186859e+01,
    2.2000636160e-01,    1.7859016418e+01,
    2.2500589490e-01,    1.8364215851e+01,
    2.3000618815e-01,    1.8906909943e+01,
    2.3500649631e-01,    1.9434398651e+01,
    2.4000602961e-01,    1.9952285767e+01,
    2.4500632286e-01,    2.0437232971e+01,
    2.5000584126e-01,    2.0860975266e+01,
    2.5500616431e-01,    2.1220506668e+01,
    2.6000645757e-01,    2.1507488251e+01,
    2.6500597596e-01,    2.1698913574e+01,
    2.7000629902e-01,    2.1813135147e+01,
    2.7500581741e-01,    2.1834012985e+01,
    2.8000611067e-01,    2.1765800476e+01,
    2.8500643373e-01,    2.1621074677e+01,
    2.9000595212e-01,    2.1401756287e+01,
    2.9500624537e-01,    2.1117528915e+01,
    3.0000579357e-01,    2.0792432785e+01,
    3.0500608683e-01,    2.0426105499e+01,
    3.1000638008e-01,    2.0041297913e+01,
    3.1500592828e-01,    1.9654094696e+01,
    3.2000622153e-01,    1.9270299911e+01,
    3.2500573993e-01,    1.8913808823e+01,
    3.3000603318e-01,    1.8591209412e+01,
    3.3500635624e-01,    1.8312963486e+01,
    3.4000587463e-01,    1.8089666367e+01,
    3.4500619769e-01,    1.7927925110e+01,
    3.5000649095e-01,    1.7824512482e+01,
    3.5500600934e-01,    1.7792457581e+01,
    3.6000630260e-01,    1.7819110870e+01,
    3.6500585079e-01,    1.7908088684e+01,
    3.7000614405e-01,    1.8051622391e+01,
    3.7500643730e-01,    1.8242546082e+01,
    3.8000598550e-01,    1.8469156265e+01,
    3.8500627875e-01,    1.8729190826e+01,
    3.9000579715e-01,    1.9002698898e+01,
    3.9500612020e-01,    1.9285655975e+01,
    4.0000641346e-01,    1.9566255569e+01,
    4.0500593185e-01,    1.9830226898e+01,
    4.1000625491e-01,    2.0074279785e+01,
    4.1500577331e-01,    2.0286397934e+01,
    4.2000606656e-01,    2.0461069107e+01,
    4.2500638962e-01,    2.0593307495e+01,
    4.3000590801e-01,    2.0682001114e+01,
    4.3500620127e-01,    2.0719831467e+01,
    4.4000574946e-01,    2.0715181351e+01,
    4.4500604272e-01,    2.0662801743e+01,
    4.5000633597e-01,    2.0571231842e+01,
    4.5500588417e-01,    2.0442434311e+01,
    4.6000617743e-01,    2.0285514832e+01,
    4.6500647068e-01,    2.0102685928e+01,
    4.7000601888e-01,    1.9907800674e+01,
    4.7500631213e-01,    1.9702297211e+01,
    4.8000583053e-01,    1.9498416901e+01,
    4.8500615358e-01,    1.9302188873e+01,
    4.9000644684e-01,    1.9119585037e+01,
    4.9500596523e-01,    1.8958198547e+01,
    5.0000625849e-01,    1.8822505951e+01,
    5.0500577688e-01,    1.8716348648e+01,
    5.1000607014e-01,    1.8642026901e+01,
    5.1500642300e-01,    1.8603450775e+01,
    5.2000594139e-01,    1.8596181870e+01,
    5.2500623465e-01,    1.8624786377e+01,
    5.3000575304e-01,    1.8681495667e+01,
    5.3500604630e-01,    1.8767585754e+01,
    5.4000633955e-01,    1.8874975204e+01,
    5.4500591755e-01,    1.9003005981e+01,
    5.5000621080e-01,    1.9141153336e+01,
    5.5500572920e-01,    1.9289655685e+01,
    5.6000602245e-01,    1.9437385559e+01,
    5.6500631571e-01,    1.9582796097e+01,
    5.7000589371e-01,    1.9718580246e+01,
    5.7500618696e-01,    1.9840894699e+01,
    5.8000570536e-01,    1.9945434570e+01,
    5.8500599861e-01,    2.0029676437e+01,
    5.9000629187e-01,    2.0090511322e+01,
    5.9500586987e-01,    2.0126834869e+01,
    6.0000616312e-01,    2.0139305115e+01,
    6.0500645638e-01,    2.0126077652e+01,
    6.1000597477e-01,    2.0091659546e+01,
    6.1500626802e-01,    2.0034980774e+01,
    6.2000584602e-01,    1.9961942673e+01,
    6.2500613928e-01,    1.9872879028e+01,
    6.3000643253e-01,    1.9775136948e+01,
    6.3500595093e-01,    1.9668397903e+01,
    6.4000624418e-01,    1.9561649323e+01,
    6.4500582218e-01,    1.9454263687e+01,
    6.5000611544e-01,    1.9353881836e+01,
    6.5500640869e-01,    1.9261241913e+01,
    6.6000592709e-01,    1.9181499481e+01,
    6.6500622034e-01,    1.9115137100e+01,
    6.7000579834e-01,    1.9065959930e+01,
    6.7500609159e-01,    1.9033660889e+01,
    6.8000638485e-01,    1.9019258499e+01,
    6.8500590324e-01,    1.9023265839e+01,
    6.9000619650e-01,    1.9043243408e+01,
    6.9500571489e-01,    1.9079849243e+01,
    7.0000606775e-01,    1.9129011154e+01,
    7.0500636101e-01,    1.9190670013e+01,
    7.1000587940e-01,    1.9259376526e+01,
    7.1500617266e-01,    1.9335729599e+01,
    7.2000569105e-01,    1.9412771225e+01,
    7.2500604391e-01,    1.9491588593e+01,
    7.3000633717e-01,    1.9565555573e+01,
    7.3500585556e-01,    1.9635427475e+01,
    7.4000614882e-01,    1.9695846558e+01,
    7.4500644207e-01,    1.9747629166e+01,
    7.5000602007e-01,    1.9786924362e+01,
    7.5500631332e-01,    1.9814640045e+01,
    7.6000583172e-01,    1.9828775406e+01,
    7.6500612497e-01,    1.9830219269e+01,
    7.7000641823e-01,    1.9819206238e+01,
    7.7500599623e-01,    1.9796163559e+01,
    7.8000628948e-01,    1.9763402939e+01,
    7.8500580788e-01,    1.9721042633e+01,
    7.9000610113e-01,    1.9672836304e+01,
    7.9500639439e-01,    1.9618608475e+01,
    8.0000597239e-01,    1.9563106537e+01,
    8.0500626564e-01,    1.9505512238e+01,
    8.1000578403e-01,    1.9451215744e+01,
    8.1500607729e-01,    1.9398742676e+01,
    8.2000637054e-01,    1.9353187561e+01,
    8.2500594854e-01,    1.9312999725e+01,
    8.3000624180e-01,    1.9282035828e+01,
    8.3500576019e-01,    1.9258789063e+01,
    8.4000605345e-01,    1.9245895386e+01,
    8.4500634670e-01,    1.9241556168e+01,
    8.5000592470e-01,    1.9247060776e+01,
    8.5500621796e-01,    1.9261035919e+01,
    8.6000573635e-01,    1.9282657623e+01,
    8.6500602961e-01,    1.9311431885e+01,
    8.7000632286e-01,    1.9345148087e+01,
    8.7500590086e-01,    1.9383411407e+01,
    8.8000619411e-01,    1.9423322678e+01,
    8.8500571251e-01,    1.9465209961e+01,
    8.9000600576e-01,    1.9504983902e+01,
    8.9500635862e-01,    1.9544128418e+01,
    9.0000587702e-01,    1.9578361511e+01,
    9.0500617027e-01,    1.9609306335e+01,
    9.1000568867e-01,    1.9633470535e+01,
    9.1500604153e-01,    1.9652641296e+01,
    9.2000633478e-01,    1.9663856506e+01,
    9.2500585318e-01,    1.9669380188e+01,
    9.3000614643e-01,    1.9667242050e+01,
    9.3500643969e-01,    1.9659223557e+01,
    9.4000601768e-01,    1.9644981384e+01,
    9.4500631094e-01,    1.9625757217e+01,
    9.5000582933e-01,    1.9602285385e+01,
    9.5500612259e-01,    1.9575386047e+01,
    9.6000641584e-01,    1.9546781540e+01,
    9.6500599384e-01,    1.9516567230e+01,
    9.7000628710e-01,    1.9487352371e+01,
    9.7500580549e-01,    1.9458349228e+01,
    9.8000609875e-01,    1.9432716370e+01,
    9.8500645161e-01,    1.9408987045e+01,
    9.9000597000e-01,    1.9390304565e+01,
    9.9500626326e-01,    1.9374801636e+01,
    1.0000003576e+00,    1.9365259171e+01,
